name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
Yemi Cheyamanduve,A.R. Rahman,https://open.spotify.com/embed/track/0bMyZZLNhFJNDcSKvhhHwB?utm_source=generator,0.751,0.04,0.0817,0.448761882,0.157,energetic
Vatapiganapatim,Raghunath Manet,https://open.spotify.com/embed/track/05c2F9UMy7TbfZc6Ws47ee?utm_source=generator,0.409,0.391,0.181,0.644149111,0.0508,romantic
Kanyakumari,Devi Sri Prasad,https://open.spotify.com/embed/track/4zBY5xA8BjDhVVqSDMrOXm?utm_source=generator,0.84,0.274,0.104,0.876247802,0.0868,energetic
Enna Thavam Seithanai - Instrumental,Various Artists,https://open.spotify.com/embed/track/2Hn8wghPZIGwluTF0feE9o?utm_source=generator,0.365,0.625,0.145,0.638547037,0.0546,Chill
Dhinana,Bharath Sankar,https://open.spotify.com/embed/track/56E3N0YRFRyXXzLB0NH5kO?utm_source=generator,0.63,0.19,0.0603,0.662981614,0.467,energetic
Tholi Tholi,A.R. Rahman,https://open.spotify.com/embed/track/1QnKv3EZ8gC4BRk2EwY0Ib?utm_source=generator,0.416,0.227,0.0289,0.389046158,0.078,energetic
Naa Chore,M. M. Keeravani,https://open.spotify.com/embed/track/2D69Eoozv3UGQwcX3eAWEW?utm_source=generator,0.786,0.106,0.18,0.722995322,0.0499,energetic
Bavalla Na Bavalla,Shirisha,https://open.spotify.com/embed/track/0s9WnV7eNve1nzYJuSok4B?utm_source=generator,0.813,0.524,0.174,0.868679043,0.0808,romantic
Evaro Ravali,Devi Sri Prasad,https://open.spotify.com/embed/track/6xFtNp3cAUqsTiEPxdiPPB?utm_source=generator,0.726,0.561,0.0717,0.685419709,0.0614,romantic
Kushi Kushiga Navvutu,S. Rajeswara Rao,https://open.spotify.com/embed/track/1APEbBDgN6nemAPRWjLYvR?utm_source=generator,0.461,0.75,0.505,0.794034387,0.04,cheerful
Manassa,Harris Jayaraj,https://open.spotify.com/embed/track/3YB09zhSWO8mmESr8NUV0n?utm_source=generator,0.863,0.328,0.0831,0.761762865,0.0417,energetic
Chilipi Choopu - Hyderabad Gig,Gopi Sundar,https://open.spotify.com/embed/track/51btQ7Cf5qoIDoqI403wwm?utm_source=generator,0.678,0.619,0.107,0.53487887,0.0282,romantic
Eeru Vaka,A.R. Rahman,https://open.spotify.com/embed/track/52LWagfL78GKiXuX5J887c?utm_source=generator,0.686,0.136,0.0973,0.753389553,0.101,energetic
Kala Sivunte Kaladu,Master Venu,https://open.spotify.com/embed/track/52r17DBA4Qu57d65swWPOs?utm_source=generator,0.555,0.95,0.387,0.645966805,0.17,Chill
Nive Gatiyani - Nalinakanthi - Adi,Various Artists,https://open.spotify.com/embed/track/5lVuUEzXXl3hM0LkQYM3Wk?utm_source=generator,0.562,0.816,0.481,0.788283322,0.12,cheerful
Rang de,Mickey J. Meyer,https://open.spotify.com/embed/track/2x3Plafnj7QE5VU3mFI7f7?utm_source=generator,0.904,0.153,0.09,0.71202956,0.0493,energetic
Adiga Adiga,Gopi Sundar,https://open.spotify.com/embed/track/2LTgKIErzHLjtQjIEkGrU5?utm_source=generator,0.404,0.915,0.105,0.653505766,0.0337,Chill
Entha Vaarukaani,T. V. Raju,https://open.spotify.com/embed/track/5eZ3HOOPV5DRhH7nbs4zqo?utm_source=generator,0.496,0.634,0.0774,0.661819482,0.0732,Chill
Valla Valla,Vishal Sekhar,https://open.spotify.com/embed/track/5rUFCgDTt4jARMNuLj5xgF?utm_source=generator,0.838,0.0608,0.322,0.824935189,0.0467,energetic
Sammakka Sarakka,Mangli,https://open.spotify.com/embed/track/6mN73N6PGgxxlXTBrEUQiC?utm_source=generator,0.495,0.604,0.347,0.757352722,0.147,cheerful
Bammalu Bammalluuu,Thaman S,https://open.spotify.com/embed/track/6Ztlawhm5iAykBNVmUQwPl?utm_source=generator,0.681,0.434,0.115,0.789445454,0.156,romantic
Mukkala Mukkabala,A.R. Rahman,https://open.spotify.com/embed/track/3NbaDGeCbmpbnZnn1Nwgin?utm_source=generator,0.856,0.0238,0.105,0.681665127,0.104,energetic
Jagadeka Veerudu,Devi Sri Prasad,https://open.spotify.com/embed/track/6wwzofwJdEuypOygQr2tIo?utm_source=generator,0.795,0.201,0.19,0.704162818,0.401,energetic
Andamaina Vennelalona,K. V. Mahadevan,https://open.spotify.com/embed/track/5ILpHdntNvkPlbjYMes3tb?utm_source=generator,0.565,0.79,0.0719,0.850949075,0.0542,Chill
Andham Neelo Undani,R. Govardhanam,https://open.spotify.com/embed/track/37MBPXndvxq6Zeu3MuPzCf?utm_source=generator,0.408,0.884,0.087,0.868023481,0.044,Chill
Naa Gundelo,R. P. Patnaik,https://open.spotify.com/embed/track/5gqQPM79uOwyeiLjqHCAst?utm_source=generator,0.616,0.127,0.0929,0.871003308,0.0602,energetic
Gundello Dhada Dhada,M. M. Keeravani,https://open.spotify.com/embed/track/28BxVxS1GRUzF6A7sKpTeh?utm_source=generator,0.817,0.691,0.0863,0.70034864,0.0952,romantic
Kuchi Kuchi Konamma - Bombay / Soundtrack Version,Various Artists,https://open.spotify.com/embed/track/6MjMr3wFpaAlQT0AHpYzeY?utm_source=generator,0.695,0.0408,0.0647,0.368842933,0.473,energetic
Full Kick,Devi Sri Prasad,https://open.spotify.com/embed/track/57SyMlw05DK1ZD40T2tUHN?utm_source=generator,0.857,0.294,0.059,0.731726214,0.146,energetic
Oh Pilla,Gershom Penugula,https://open.spotify.com/embed/track/2qBE4Crveq4207aZEZymXg?utm_source=generator,0.585,0.541,0.406,0.683095444,0.0321,cheerful
Drunk and Drive,Mahati Swara Sagar,https://open.spotify.com/embed/track/13AC9I9D1SMZDxoZBXkiUV?utm_source=generator,0.452,0.117,0.112,0.783724187,0.255,energetic
"Toofan (From ""Kgf Chapter 2"")",Various Artists,https://open.spotify.com/embed/track/560zqyR4wOAuNlsgqe3PcN?utm_source=generator,0.692,0.345,0.59,0.728090825,0.0671,cheerful
Jabilammavo,Devi Sri Prasad,https://open.spotify.com/embed/track/2pOLol6ndffaTbxqdNWlcW?utm_source=generator,0.74,0.0856,0.195,0.751244078,0.117,energetic
College Song Mass Beat,Koti,https://open.spotify.com/embed/track/4jQHlEnBvN44f5LHas9aMy?utm_source=generator,0.908,0.255,0.103,0.780178194,0.0895,energetic
Telugu Padaniki,M. M. Keeravani,https://open.spotify.com/embed/track/04Jg1vEogkjokuOQhA38Gc?utm_source=generator,0.724,0.791,0.435,0.856759737,0.046,cheerful
Chuk Chuk,Devi Sri Prasad,https://open.spotify.com/embed/track/4joqGBMmU2MAd90ggIMeNP?utm_source=generator,0.921,0.271,0.0626,0.74483745,0.176,energetic
Seethakaalam Premaku,Ilaiyaraaja,https://open.spotify.com/embed/track/6oVDoV91AHMSU5UudrvOQ1?utm_source=generator,0.827,0.445,0.0868,0.601418397,0.0364,romantic
Raathire,Damini Bhatla,https://open.spotify.com/embed/track/5ug6GpvlI5S843IxnaR2JJ?utm_source=generator,0.387,0.851,0.0838,0.62835603,0.0359,Chill
Yemito,Radhan,https://open.spotify.com/embed/track/2QhpL0cdNWdrvd6g22ePVu?utm_source=generator,0.71,0.131,0.33,0.700110254,0.0664,energetic
Senthamizh,Rajhesh Vaidhya,https://open.spotify.com/embed/track/28T2AZC7zmWY9k4KreLNBr?utm_source=generator,0.558,0.122,0.0816,0.576954021,0.0308,energetic
Nee Chepakallu,Devi Sri Prasad,https://open.spotify.com/embed/track/4ePzZitenBqHdgr0bi0lpm?utm_source=generator,0.777,0.322,0.264,0.78780655,0.0874,energetic
Sakkubayiney,K.M.Radha Krishnan,https://open.spotify.com/embed/track/0ysoCXLpWyLxh3bUie4ZB1?utm_source=generator,0.592,0.19,0.236,0.8212998,0.328,energetic
Prema Prema Ente Neram,Saari Haran,https://open.spotify.com/embed/track/5T4J23YtziGELj9yScL5tY?utm_source=generator,0.539,0.237,0.187,0.713281087,0.105,energetic
Bonalu,Mani Sharma,https://open.spotify.com/embed/track/4jQrq9ijEyt6631tevaxVX?utm_source=generator,0.545,0.105,0.449,0.938049406,0.373,energetic
Talaiva,Sandeep Chowta,https://open.spotify.com/embed/track/0UEcVdjPDuKScPYR5YMo0g?utm_source=generator,0.451,0.00162,0.12,0.772818022,0.157,energetic
Aa Navvula Kosam,T.Chalapathi Rao,https://open.spotify.com/embed/track/5i6uVSnQh9o0HfKiPrQBgv?utm_source=generator,0.347,0.827,0.126,0.700020859,0.0535,Chill
Olammi Tikkareginda,M. M. Keeravani,https://open.spotify.com/embed/track/5EvzzMCXu0Xs6wLwZk5pDL?utm_source=generator,0.762,0.371,0.0737,0.723174111,0.0652,romantic
Okati Rendu,Devi Sri Prasad,https://open.spotify.com/embed/track/3N9wlATBqqu2haQP2vDLoJ?utm_source=generator,0.809,0.141,0.135,0.709317918,0.103,energetic
Kudikannu Kotagaane,K. Chakravarthy,https://open.spotify.com/embed/track/3mlPTN4I5uPLM4CrSz9CGp?utm_source=generator,0.505,0.868,0.256,0.783068625,0.167,Chill
Nee Padhamula - Male,M. M. Keeravani,https://open.spotify.com/embed/track/3QJphxglNG4QRApZSJW8qk?utm_source=generator,0.633,0.683,0.278,0.693703626,0.0311,Chill
"Priya Priyathama - From ""Killer""",Various Artists,https://open.spotify.com/embed/track/6prx9dtmOaotXNQeGxT4rG?utm_source=generator,0.773,0.825,0.124,0.887124169,0.0343,Chill
"Hrudayama (From ""Major - Telugu"")",Sricharan Pakala,https://open.spotify.com/embed/track/2TCfkbqlIJbDpuy98asnoV?utm_source=generator,0.551,0.505,0.596,0.650883519,0.028,cheerful
Follow Follow,Devi Sri Prasad,https://open.spotify.com/embed/track/0kz3Bh09Li3wtcreZV3BKM?utm_source=generator,0.829,0.317,0.0866,0.844125272,0.077,energetic
Punnamila,Mani Sharma,https://open.spotify.com/embed/track/4KbF1Ehk6osMMSVnODa15M?utm_source=generator,0.636,0.121,0.142,0.600733037,0.29,energetic
Mamavathu Sri Saraswati,Sooryagayathri,https://open.spotify.com/embed/track/5ToreXZllqLZAbr3N3JpBh?utm_source=generator,0.714,0.583,0.0701,0.754879466,0.0353,romantic
Nee Kallathoti,Devi Sri Prasad,https://open.spotify.com/embed/track/0MnheT0XuLNtAYGhfcTSzq?utm_source=generator,0.77,0.224,0.113,0.688369737,0.0591,energetic
Nenu Nenuga,Devi Sri Prasad,https://open.spotify.com/embed/track/1GIX3Z78P6PJg8srUYAqjF?utm_source=generator,0.666,0.358,0.124,0.696594058,0.0429,romantic
You & Me,Devi Sri Prasad,https://open.spotify.com/embed/track/008lRa3qOTxsZE3UeKW8yp?utm_source=generator,0.84,0.2,0.103,0.839059567,0.0836,energetic
Muripinchey,Chakri,https://open.spotify.com/embed/track/1n0nzJW3430PvikKbvKcKo?utm_source=generator,0.827,0.732,0.732,0.809559284,0.214,cheerful
Emaindamma Eenadu,S.A. Rajkumar,https://open.spotify.com/embed/track/5IyP39ej0CSoA6cUbM4TrS?utm_source=generator,0.579,0.466,0.319,0.765130069,0.0618,romantic
Pakado Pakado,Devi Sri Prasad,https://open.spotify.com/embed/track/4HJrKibRUE3y3oRy5aVN8H?utm_source=generator,0.778,0.25,0.203,0.88024077,0.0708,energetic
O Hrudayama,Dinesh Rudra,https://open.spotify.com/embed/track/6UW20Audwz7dFXS1PI5XSA?utm_source=generator,0.628,0.309,0.0988,0.770732143,0.0312,romantic
Ninu Veedani Needanu Nene,K. V. Mahadevan,https://open.spotify.com/embed/track/2eEoxItZac6ujr0ygvPWW0?utm_source=generator,0.469,0.943,0.32,0.657081558,0.0356,Chill
Muthyala Pandirilo,K. V. Mahadevan,https://open.spotify.com/embed/track/0jcW6isdxcs4DAqLPvrR6u?utm_source=generator,0.548,0.893,0.193,0.522840371,0.309,Chill
Jagadhodharana,Anayampatti Ganesan,https://open.spotify.com/embed/track/4NBwL6wloNkYC7ebNKEOiQ?utm_source=generator,0.497,0.872,0.0864,0.670133198,0.0401,Chill
Poke Poke,Sunny Austin,https://open.spotify.com/embed/track/56nhIv7LsfgmLK9fLxPO5k?utm_source=generator,0.791,0.478,0.311,0.786435829,0.0566,romantic
Adhey Adehey,Pendyala Nageswara Rao,https://open.spotify.com/embed/track/7zYYUc1pnVJyGdr2Mq9FgG?utm_source=generator,0.477,0.944,0.262,0.701868351,0.14,Chill
Nee Chitram Choosi,Pawan Ch,https://open.spotify.com/embed/track/6zV1VSGqqCUQA39aFWdNnD?utm_source=generator,0.562,0.314,0.127,0.796299055,0.027,romantic
Prati Dinam,Ilaiyaraaja,https://open.spotify.com/embed/track/2m0TieZ6Jw8WWZ0kiMMSjc?utm_source=generator,0.704,0.403,0.167,0.830000894,0.0774,romantic
Sada Nannu,Mickey J. Meyer,https://open.spotify.com/embed/track/2vhQo1YVhZVFTohJIlHg3v?utm_source=generator,0.536,0.76,0.0686,0.678625704,0.0402,Chill
Yevandoi Nani Garu,Devi Sri Prasad,https://open.spotify.com/embed/track/6WCH22y0yjBbL1Vyuf0E9g?utm_source=generator,0.874,0.116,0.0917,0.782085283,0.179,energetic
Marumallela Vaana,Mani Sharma,https://open.spotify.com/embed/track/4ETtA1zu6ZcrXpRpeZ3hnv?utm_source=generator,0.77,0.59,0.114,0.785631276,0.0641,romantic
Janavule Nerajanavule,Ilaiyaraaja,https://open.spotify.com/embed/track/649MjecPXaKLCtZeJpFyJT?utm_source=generator,0.785,0.46,0.283,0.798921303,0.153,romantic
Banthi Poola Janaki,Thaman S,https://open.spotify.com/embed/track/7EfCZwWJe56JkcIy2pFaRO?utm_source=generator,0.815,0.116,0.313,0.748592032,0.0734,energetic
Oo Antava Oo Oo Antava,Devi Sri Prasad,https://open.spotify.com/embed/track/3szxldqiYs7nkvtmooRod8?utm_source=generator,0.925,0.34,0.366,0.767037158,0.104,energetic
Nee Navve,Anup Rubens,https://open.spotify.com/embed/track/3DoRYchkhNs9Dozk6wFdNO?utm_source=generator,0.821,0.663,0.375,0.759379004,0.0438,romantic
Nee Illu Bangaram,Ramana Gogula,https://open.spotify.com/embed/track/3r5Wg2tEbCUPgayvSpxbD3?utm_source=generator,0.792,0.26,0.41,0.801781936,0.106,energetic
Idele Tharatharala,Raj-Koti,https://open.spotify.com/embed/track/7veDsePBSacKtr8GhqFQ35?utm_source=generator,0.521,0.892,0.0976,0.635984386,0.0403,Chill
Vachaadayyo Saami,Devi Sri Prasad,https://open.spotify.com/embed/track/3VS9W9i3GjcIUJf6Zen7yv?utm_source=generator,0.747,0.66,0.157,0.830328675,0.264,romantic
Shinna Gudi Kada,Charan Arjun,https://open.spotify.com/embed/track/4GRE5JsSERfXk8NkEc9u6D?utm_source=generator,0.636,0.551,0.402,0.788402515,0.148,cheerful
Nravadhi Sugadha,Various Artists,https://open.spotify.com/embed/track/7a3ZnJVKO66APNbbV9a18g?utm_source=generator,0.361,0.787,0.396,0.431687476,0.0606,Chill
Chal Challe,G. V. Prakash,https://open.spotify.com/embed/track/5coAqV6GQX79d2qzICX1Ji?utm_source=generator,0.645,0.328,0.197,0.879495813,0.301,romantic
Deva Deva Davalachala,Sudarsanam - Govardhanam,https://open.spotify.com/embed/track/0rEvpbvxvDd7RNTW4yBm34?utm_source=generator,0.59,0.944,0.18,0.559611431,0.0713,Chill
Padavi Datani,Ramana Gogula,https://open.spotify.com/embed/track/6OlRtuNOOPFcXdBww7A3Sq?utm_source=generator,0.661,0.597,0.392,0.811138592,0.0342,cheerful
Veluthunna,Kalyani Malik,https://open.spotify.com/embed/track/5VbHYeJ4iMPckMdPT2rEQq?utm_source=generator,0.648,0.826,0.0646,0.760541137,0.0449,Chill
Sindhurapu Puthotalo,Ilaiyaraaja,https://open.spotify.com/embed/track/6xxncRP5Be7p121Wfxlrl0?utm_source=generator,0.744,0.816,0.132,0.814684585,0.0381,Chill
Oka Praanam,M. M. Keeravani,https://open.spotify.com/embed/track/4KtOMKNhcaeDAeM7mZ70Ju?utm_source=generator,0.601,0.651,0.0999,0.666140231,0.0298,romantic
Chick Chiklet,Koti,https://open.spotify.com/embed/track/07lpPIARsOE1O2Baub2Td0?utm_source=generator,0.886,0.0919,0.584,0.865997199,0.103,energetic
Poolaguwavaa,Sandeep Bowmik,https://open.spotify.com/embed/track/6s3edis0BJf1e5lwg7rrKU?utm_source=generator,0.726,0.259,0.105,0.665246283,0.388,energetic
Sree Mahaganapathim,Kunnakudi Vaidyanathan,https://open.spotify.com/embed/track/5uITcl35S5Xl211DFwIlVt?utm_source=generator,0.456,0.907,0.337,0.5790399,0.06,Chill
Welcome Kanakam,Thaman S,https://open.spotify.com/embed/track/107Q3BCiTG2UWg1IwzBLXP?utm_source=generator,0.73,0.348,0.0779,0.797818767,0.147,romantic
Thana Pere Saranga Dariya,Relare Rela Komali,https://open.spotify.com/embed/track/7dVL8ZoJLaXK3WbSduaz1H?utm_source=generator,0.765,0.103,0.327,0.84433386,0.11,energetic
Ichchi Puchchu,Devi Sri Prasad,https://open.spotify.com/embed/track/5NTPEHSJFPE5le4GX1QppR?utm_source=generator,0.726,0.382,0.0333,0.739145982,0.183,romantic
Arere Yekkada,Devi Sri Prasad,https://open.spotify.com/embed/track/5icJ3lEvL73C07mJd4s8nu?utm_source=generator,0.79,0.533,0.302,0.799606663,0.0459,romantic
Sai Paadham,M. M. Keeravani,https://open.spotify.com/embed/track/7B3kvKjoOAuRUSPD7gJ0vO?utm_source=generator,0.663,0.829,0.368,0.810095652,0.0497,Chill
Chinnaga Chinnaga,Mani Sharma,https://open.spotify.com/embed/track/3zugWFrbjpOdzKN9feQAUv?utm_source=generator,0.512,0.294,0.0641,0.735421198,0.395,romantic
Pilla Manchi Bandhobasthu,Thaman S,https://open.spotify.com/embed/track/3l76AvhRJM6QEf5Qs2EMQL?utm_source=generator,0.843,0.276,0.224,0.763461367,0.0585,energetic
Vedanule - Stripped Version,Raghav Adit,https://open.spotify.com/embed/track/3hTyfRA9FPiw5Qqb66p0Qb?utm_source=generator,0.525,0.0636,0.112,0.818826544,0.0337,energetic
Sita Rama Charitham,Ilaiyaraaja,https://open.spotify.com/embed/track/4VwLZDIEXbpFzmqZ4NFScp?utm_source=generator,0.501,0.636,0.106,0.615751363,0.0637,Chill
"Saarada Nanu Cheraga (From ""Sarada"")",Various Artists,https://open.spotify.com/embed/track/7lHoky3RHoAiMkCq5AURUJ?utm_source=generator,0.5,0.824,0.287,0.822044757,0.0465,Chill
Suyaa Suyaa,Thaman S,https://open.spotify.com/embed/track/37cahuCNsDyk2SZOQGjjP2?utm_source=generator,0.583,0.711,0.114,0.833368098,0.22,romantic
Rakaasi Rakaasi,Anup Rubens,https://open.spotify.com/embed/track/3etzMVcHGkBpJucXxNBp75?utm_source=generator,0.806,0.346,0.0369,0.773235198,0.0534,romantic
Hey choosa - Telugu,Mahati Swara Sagar,https://open.spotify.com/embed/track/2HwVeJKanuNEGipsvx01Wv?utm_source=generator,0.762,0.612,0.0786,0.810006258,0.0483,romantic
"Jarra Jarra (From ""Valmiki"")",Mickey J. Meyer,https://open.spotify.com/embed/track/1wVHlN2inEmT6f38MunqFi?utm_source=generator,0.897,0.258,0.152,0.681665127,0.111,energetic
Pranama,G. V. Prakash,https://open.spotify.com/embed/track/2eNsKGsyXBUWyMZa0QrMII?utm_source=generator,0.712,0.359,0.382,0.801841533,0.046,romantic
Thodasa Ullasam,Chakri,https://open.spotify.com/embed/track/66stETQphDjkLa9fRksDUh?utm_source=generator,0.737,0.111,0.114,0.76769272,0.241,energetic
Oddu Meeda Guddi Konga,Relare Ganga,https://open.spotify.com/embed/track/7KpkVRlIDR8IWWiB3tfQNk?utm_source=generator,0.804,0.707,0.103,0.876158408,0.111,romantic
Gutilona Silukaledanna,Roja Ramani,https://open.spotify.com/embed/track/12AOioVSB01hgjvD2FJQ9W?utm_source=generator,0.689,0.718,0.0978,0.843737894,0.0552,romantic
Odini Lali,Anirudh Ravichander,https://open.spotify.com/embed/track/1R51CBj4qwB7GiRmCEoq8M?utm_source=generator,0.535,0.841,0.112,0.660061384,0.0311,Chill
Dol Dol Dol,A.R. Rahman,https://open.spotify.com/embed/track/6AHV9qSZazCPcN2xkHzltT?utm_source=generator,0.723,0.139,0.617,0.693286451,0.0663,energetic
Samaramey,Alphons Joseph,https://open.spotify.com/embed/track/6iYEYUkSHymiRujeB4Cusd?utm_source=generator,0.733,0.63,0.137,0.656128013,0.103,romantic
Columbus,A.R. Rahman,https://open.spotify.com/embed/track/4r1yEmuWk9LYSQMTCrgv43?utm_source=generator,0.893,0.0898,0.232,0.872105843,0.0823,energetic
Okkade Devudu,M. M. Keeravani,https://open.spotify.com/embed/track/4Bw3vYUoogYvHMEcVbUWXL?utm_source=generator,0.501,0.778,0.108,0.779284246,0.131,Chill
Vakrathunda Mahakaya,Vandemataram Srinivas,https://open.spotify.com/embed/track/58GrjiNa1jhmOL0ZWRbNBB?utm_source=generator,0.655,0.132,0.755,0.80532793,0.0425,cheerful
Devatha,Achu,https://open.spotify.com/embed/track/29Kc7RQUikxuxjkRYa39Ih?utm_source=generator,0.605,0.623,0.104,0.893411603,0.0398,romantic
So Much to,R. P. Patnaik,https://open.spotify.com/embed/track/4FvsGprCBeEjjnK4WDq87d?utm_source=generator,0.588,0.358,0.0892,0.642510206,0.0355,romantic
Mounamendhuku,Koti,https://open.spotify.com/embed/track/14h0w8xeU6i2kZruNtipy3?utm_source=generator,0.721,0.323,0.352,0.804672368,0.0376,energetic
Nakkileesu Golusu - Telugu,Raghu Kunche,https://open.spotify.com/embed/track/1VIaSk3fxqHAqsl25142Z6?utm_source=generator,0.75,0.193,0.082,0.703149677,0.093,energetic
Oh Kaliki Rama Chilaka,Koti,https://open.spotify.com/embed/track/5unmPShyfvEdayalZzSiJy?utm_source=generator,0.801,0.126,0.18,0.78986263,0.0747,energetic
Januavay Masam,Yuvan Shankar Raja,https://open.spotify.com/embed/track/0fNv54Bv2TiGkuoBt4OYlW?utm_source=generator,0.801,0.0812,0.243,0.690455615,0.0586,energetic
Aa Gattununtaava,Devi Sri Prasad,https://open.spotify.com/embed/track/1gsKkCmCaC3LRXdmECwapV?utm_source=generator,0.809,0.521,0.0982,0.847581871,0.213,romantic
Ee Manase Se Se,Deva,https://open.spotify.com/embed/track/1bwhIKtK1sn4xPQh7D553a?utm_source=generator,0.785,0.331,0.227,0.63246819,0.054,energetic
You’Re My Love,Devi Sri Prasad,https://open.spotify.com/embed/track/0EV7Iol5TYTzVufJTT6ZSX?utm_source=generator,0.869,0.0326,0.0843,0.866593164,0.0376,energetic
Ramabhirama Darbar Misrachappu,Kadri Gopalnath,https://open.spotify.com/embed/track/0dhXKFpfhZMFeEPgdbIGGn?utm_source=generator,0.305,0.765,0.413,0.725110999,0.0743,Chill
Manasu Manasu,S.A. Rajkumar,https://open.spotify.com/embed/track/1wrueSOucZWdWjfXynJru7?utm_source=generator,0.72,0.585,0.324,0.819094729,0.084,romantic
Chinna Chinna Aasha,A.R. Rahman,https://open.spotify.com/embed/track/5WlV92mi6DDgGUg1hd6qok?utm_source=generator,0.62,0.618,0.133,0.734169671,0.0339,romantic
Erra Gulaabi Virisindi,Ilaiyaraaja,https://open.spotify.com/embed/track/000F1qNbZ5DmqzTKwchiFA?utm_source=generator,0.243,0.949,0.0868,0.822074555,0.0432,Chill
Edhuta Nilichindhi,Kamalakar,https://open.spotify.com/embed/track/7t7FpQkhNuPal6ucwIodn0?utm_source=generator,0.672,0.243,0.6,0.69724962,0.0314,cheerful
Raara Krishnaiah,R. Govardhanam,https://open.spotify.com/embed/track/7dHk7St7AjqZ14Z0QPpsv4?utm_source=generator,0.438,0.796,0.194,0.663071009,0.0825,Chill
Merupu Chukke,Harris Jayaraj,https://open.spotify.com/embed/track/0EbBPXyPckMHzkXLdmGyyA?utm_source=generator,0.873,0.00665,0.236,0.719061951,0.0785,energetic
Kalava Kanne Kalava,A.R. Rahman,https://open.spotify.com/embed/track/0xSqG1PmutrBNYbJWZSrKG?utm_source=generator,0.676,0.742,0.1,0.527041926,0.0313,Chill
YEMOYE PILAGA,Hanmanth Yadav,https://open.spotify.com/embed/track/3XTuPTaCImfNjCxj3U4NLi?utm_source=generator,0.827,0.239,0.11,0.835871152,0.223,energetic
Savyasachi,M. M. Keeravani,https://open.spotify.com/embed/track/3qj06yYj5GfdK3O5aoteru?utm_source=generator,0.676,0.586,0.0894,0.773980154,0.102,romantic
Alupannadi,Sri,https://open.spotify.com/embed/track/6RnalZcp3Dpad8MVEg8D2I?utm_source=generator,0.593,0.773,0.0788,0.645281445,0.117,Chill
Nakkileesu Golusu,Raghu Kunche,https://open.spotify.com/embed/track/7Myt5UuXsOPJP8PWcRGCBA?utm_source=generator,0.75,0.193,0.082,0.703149677,0.093,energetic
"Frustration Song (From ""Slum Dog Husband"")",Rahul Sipligunj,https://open.spotify.com/embed/track/1MoOzKEL56hG487CUTGZHA?utm_source=generator,0.745,0.44,0.231,0.855031437,0.309,romantic
"Oo Shivangi (From ""Thiru"")",Sri Sai Kiran,https://open.spotify.com/embed/track/6AifZCIe09p6O0Vyp0EJBb?utm_source=generator,0.675,0.0821,0.347,0.872999791,0.198,energetic
Yahoon Yahoon,Devi Sri Prasad,https://open.spotify.com/embed/track/35OoRmRvzNS6DjAtEgpiMd?utm_source=generator,0.684,0.161,0.193,0.870019965,0.133,energetic
Bho Shambho - Instrumental,Various Artists,https://open.spotify.com/embed/track/1sRAThKJTFHB5YOKdvzUtC?utm_source=generator,0.384,0.827,0.107,0.834142853,0.0494,Chill
"Friendship Song - Idhi Sneham, From ""Ginna""",Ariaana Manchu,https://open.spotify.com/embed/track/3jkbTIzLRyeFzBE5B0L1xK?utm_source=generator,0.466,0.741,0.133,0.580351024,0.0743,Chill
Ee Mounam,S. Rajeswara Rao,https://open.spotify.com/embed/track/6aQIEbUCzDY1hjWSbDayON?utm_source=generator,0.439,0.863,0.133,0.577013618,0.0749,Chill
Chitram Bhalare,Pendyala Nageswara Rao,https://open.spotify.com/embed/track/2IHDTaFSMnRSoYl7fHRvaS?utm_source=generator,0.57,0.965,0.099,0.6460562,0.0708,Chill
Nuvvu Naatho Emannavo,Thaman S,https://open.spotify.com/embed/track/2eA7EXGcJElbkYibismLFI?utm_source=generator,0.848,0.698,0.0847,0.777943324,0.046,romantic
Pikaso Chitrama,Vandemataram Srinivas,https://open.spotify.com/embed/track/7iAFgRMmhODsrD6eGawfnz?utm_source=generator,0.823,0.203,0.0714,0.48934712,0.0855,energetic
Gundello Emundho,Devi Sri Prasad,https://open.spotify.com/embed/track/3ZqeNBb81jeCgzwI8z9ShC?utm_source=generator,0.802,0.232,0.328,0.604904795,0.0979,energetic
Ee Manchullo,Harris Jayaraj,https://open.spotify.com/embed/track/3yohguhrtd3Ons3ehCXd6y?utm_source=generator,0.75,0.367,0.103,0.671176138,0.0264,romantic
Nijam Cheppamante,Chakri,https://open.spotify.com/embed/track/4YWiGtYi3EEKpj4SeRhLKL?utm_source=generator,0.78,0.172,0.185,0.771685688,0.0931,energetic
Sharanu Sharanu,M. M. Keeravani,https://open.spotify.com/embed/track/5wwwCRcfoOp4jDvmlGHoZW?utm_source=generator,0.519,0.785,0.143,0.722011979,0.0489,Chill
Kanne Pillavani,M. S. Viswanathan,https://open.spotify.com/embed/track/1COzYmTPXSJ7zSoGeAyH7n?utm_source=generator,0.472,0.918,0.523,0.794868739,0.111,cheerful
Priyurale Premaga,Koti,https://open.spotify.com/embed/track/35eQkLTQKPkZqtW6JJJekb?utm_source=generator,0.613,0.472,0.365,0.793766203,0.0294,romantic
"Bombhaat - From ""LIE""",Mani Sharma,https://open.spotify.com/embed/track/3dpG9UvGYjcQX7SPiLYSW7?utm_source=generator,0.836,0.235,0.123,0.826007926,0.172,energetic
